Key,Description,en,es
mfdpOpenMenu,Tooltip for button that opens a menu.,Open Menu,Abrir Menú
mfdpBLANK,Label for a minimized MFD portal that is empty. Opens the portal menu.,BLANK,VACÍO
MFDPortalHome_MFDPortalPage_pageName,MFD portal page name,Menu,Menú
MFDPortalHome_MFDPortalPage_pageLabel,MFD portal page button label,MENU,MENU
MapMFDPage_MFDPortalPage_pageName,MFD portal page name,Nav Map,Map Nav
MapMFDPage_MFDPortalPage_pageLabel,MFD portal page button label,NAV,
ObjectivesPage_MFDPortalPage_pageName,MFD portal page name,Objectives,Objetivos
ObjectivesPage_MFDPortalPage_pageLabel,MFD portal page button label,OBJCTV,OBJETV
SCamPage_MFDPortalPage_pageName,MFD portal page name,SpectatorCam,CamEspectador
SCamPage_MFDPortalPage_pageLabel,MFD portal page button label,S-CAM,E-CAM
RWRPage_MFDPortalPage_pageName,MFD portal page name,RWR,
RWRPage_MFDPortalPage_pageLabel,MFD portal page button label,RWR,
OptionsPage_MFDPortalPage_pageName,MFD portal page name,Vehicle Options,Opciones Vehiculo
OptionsPage_MFDPortalPage_pageLabel,MFD portal page button label,OPTS,OPCS
F-45A_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,Volver
F-45A_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,
F-45A_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,
F-45A_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,
F-45A_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,
F-45A_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,Alternar Modo Alt
StoresManagementPage_MFDPortalPage_pageName,MFD portal page name,Stores Mgmt Sys,Guardar Sis. Gest.
StoresManagementPage_MFDPortalPage_pageLabel,MFD portal page button label,SMS,
s_sms_mode_0,SMS mode button labels,Config,
s_sms_mode_1,SMS mode button labels,Arming,Armar
s_sms_mode_2,SMS mode button labels,Jettison,Solar
s_sms_armed,Armed label for an equip in the SMS config view.,[ ARMED ],[ ARMADO ]
s_sms_disarmed,Disarmed label for an equip in the SMS config view.,DISARMED,DESARMADO
s_sms_jettison,Jettison label for an equip in the SMS config view.,JETTISON,SOLTAR
s_sms_optionToggle,Tooltip prefix for SMS equipment option toggles,Toggle,Alternar
s_sms_optionRipple,Ripple button label for SMS equipment option.,Ripple,Ráfaga
s_sms_rippleSingle,Label for ripple setting set to single-fire (no ripple),Single,Semi
s_bdo_open,SMS bay door override in OPEN position,OPEN,ABIERTO
s_bdo_auto,SMS bay door override in AUTO position,AUTO,
RadarDisplay_MFDPortalPage_pageName,MFD portal page name,Radar,
RadarDisplay_MFDPortalPage_pageLabel,MFD portal page button label,RADAR,
GPSSystem_MFDPortalPage_pageName,MFD portal page name,GPS Targets,Objetivos GPS
GPSSystem_MFDPortalPage_pageLabel,MFD portal page button label,GPST,
EOTSPortalPage_MFDPortalPage_pageName,MFD portal page name,EO Targeting,Apuntado EO
EOTSPortalPage_MFDPortalPage_pageLabel,MFD portal page button label,EOTS,
MFDCommsMenu_MFDPortalPage_pageName,MFD portal page name,Communications,Comunicaciones
MFDCommsMenu_MFDPortalPage_pageLabel,MFD portal page button label,COMMS,
GameMenuPage_MFDPortalPage_pageName,MFD portal page name,Game Menu,Menú Juego
GameMenuPage_MFDPortalPage_pageLabel,MFD portal page button label,GAME,JUEGO
TacticalSituationDisplay_MFDPortalPage_pageName,MFD portal page name,Tactical Situation Display,Pantalla de Situación Táctica
TacticalSituationDisplay_MFDPortalPage_pageLabel,MFD portal page button label,TSD,PST
AIM-120 Advanced Radar Missile x2_fullName,Full equip name of: AIM-120 Advanced Radar Missile x2,AIM-120 Advanced Radar Missile x2,Misil de Radar Avanzado AIM-120 x2
AIM-120 Advanced Radar Missile x2_description,Item description of: AIM-120 Advanced Radar Missile x2,A rack of two radar guided medium range air to air missiles.,Un pilón de 2 misiles Aire-Aire de medio alcance guiado por radar
fa26_loadout_extFuelL,External Fuel Left,Ext fuel l,Comb Ext I
fa26_loadout_extFuelR,External Fuel Right,Ext fuel r,Comb Ext D
fa26_loadout_extFuelC,External Fuel Centerline,Ext fuel center,Comb Ext Central
fa26_loadout_extSensor,External Sensor,Ext sensor,Sensor Ext
fa26_loadout_cft,Conformal Fuel Tank,Cft,Tcc
Mk.82 Bomb x2_fullName,Full equip name of: Mk.82 Bomb x2,Mk.82 Bomb x2,Bomba Mk.82 x2
Mk.82 Bomb x2_description,Item description of: Mk.82 Bomb x2,Two standard un-guided 500lb bombs.,"Dos bombas estandar de 500lb sin guiado "
eqSublabel_BOMB-INTERNAL,HUD sub-label of an equip,BOMB INTERNAL,INTERNO BOMBAS
GAU-8 Avenger_fullName,Full equip name of: GAU-8 Avenger,GAU-8 Avenger,
GAU-8 Avenger_description,Item description of: GAU-8 Avenger,"A 30mm, 7-barrel rotary cannon. Fires depleted uranium rounds at a high rate of fire.",Cañón de 7 cañones de 30mm. Dispara balas de uranio empobrecido a una alta cadencia de fuego.
AN/APG-108 Fire Control Radar_fullName,Full equip name of: AN/APG-108 Fire Control Radar,AN/APG-108 Fire Control Radar,Radar Contro de Tiro AN/APG-108
AN/APG-108 Fire Control Radar_description,Item description of: AN/APG-108 Fire Control Radar,"A millimeter-wave radar housed and mounted over the main rotor. This radar can be used to scan land, sea, and air to detect, track, and classify multiple targets. Its high mounting point allows it to be used while the vehicle remains behind cover.","Un radar de ondas milimétricas alojado y montado sobre el rotor principal. Este radar puede escanear tierra, mar y aire para detectar, seguir y clasificar múltiples objetivos. Su posición elevada permite su uso mientras el vehículo permanece cubierto."
SB-1 x32_fullName,Full equip name of: SB-1 x32,SB-1 x32,
SB-1 x32_description,Item description of: SB-1 x32,A rack of 32 standard un-guided 500lb bombs.,Un Pilón de 32 bombas de 500lb sin guiado.
AIRS-T Advanced SRM_fullName,Full equip name of: AIRS-T Advanced SRM,AIRS-T Advanced SRM,AIRS-T avanzado SRM
AIRS-T Advanced SRM_description,Item description of: AIRS-T Advanced SRM,"Short range heat seeking air to air missile with thrust vectoring.
Improved maneuverability, range, and counter-countermeasure system.
Advanced technology allows it to intercept incoming missiles.","Misil Aire-Aire de corto alcance guiado por calor con empuje vectorial. Maniobravilidad, rango y sistema contra-contramedidas mejorado. Su tecnología avanzada permite interceptar misiles entrantes."
Mk-82AIR High Drag Bomb x1_fullName,Full equip name of: Mk-82AIR High Drag Bomb x1,Mk-82AIR High Drag Bomb x1,Bomba Mk-82AIR x1
Mk-82AIR High Drag Bomb x1_description,Item description of: Mk-82AIR High Drag Bomb x1,Standard un-guided 500lb bomb. Deploys an inflatable drag chute to slow descent for low altitude bombing.,Bomba estandar de 500lb sin guiado. Despliega un paracaídas de descenso lento para bombardeos a baja altitud.
ASF-SRM-RA x1_fullName,Full equip name of: ASF-SRM-RA x1,ASF-SRM-RA x1,
ASF-SRM-RA x1_description,Item description of: ASF-SRM-RA x1,An older rear-aspect heat-seeking anti-air missile.,Un misil anti-aéreo de generación anterior guiado por calor de aspecto trasero.
Mk.82 Bomb x4_fullName,Full equip name of: Mk.82 Bomb x4,Mk.82 Bomb x4,Bomba Mk.82 x4
Mk.82 Bomb x4_description,Item description of: Mk.82 Bomb x4,Four standard un-guided 500lb bombs.,Cuatro bombas estandar de 500lb sin guiado.
ASMRM-7 x8 Internal_fullName,Full equip name of: ASMRM-7 x8 Internal,ASMRM-7 x8 Internal,
ASMRM-7 x8 Internal_description,Item description of: ASMRM-7 x8 Internal,Medium range radar guided air to air missile. Missiles are stowed internally to improve stealth and aerodynamics.,Misil Aire-Aire guiado por radar de medio alcance. Los misiles están almacenados internamente para mejorar la furtividad y la aerodinámica
Mk.83 Bomb x1_fullName,Full equip name of: Mk.83 Bomb x1,Mk.83 Bomb x1,Bomba Mk.83 x1
Mk.83 Bomb x1_description,Item description of: Mk.83 Bomb x1,Standard un-guided 1000lb bomb.,Bomba estandar de 1000lb sin guiado.
AGM-126 SideARM II x3_fullName,Full equip name of: AGM-126 SideARM II x3,AGM-126 SideARM II x3,
AGM-126 SideARM II x3_description,Item description of: AGM-126 SideARM II x3,Compact short range anti-radiation missile based on the AIM-9x.,Misil compacto anti-radiación de corto alcance basado en el AIM-9x
AIM-9 Sidewinder_fullName,Full equip name of: AIM-9 Sidewinder,AIM-9 Sidewinder,
AIM-9 Sidewinder_description,Item description of: AIM-9 Sidewinder,A standard short range heat seeking air to air missile.,Un misil Aire-Aire estandar de corto alcance guiado por calor.
MAD-4A Missile_fullName,Full equip name of: MAD-4A Missile,MAD-4A Missile,Misil MAD-4A
MAD-4A Missile_description,Item description of: MAD-4A Missile,Advanced active radar-guided missile built for the Mobile Air Defense launcher. It has a range of about 55km (30nm).,Misil avanzado guiado por radar activo fabricado para el Lanzador Móvil de Defensa Aérea. Tiene un rango de unos 55km (30nm)
Mk-82 Bomb x1_fullName,Full equip name of: Mk-82 Bomb x1,Mk-82 Bomb x1,Bopmba Mk-82 x1
Mk-82 Bomb x1_description,Item description of: Mk-82 Bomb x1,Standard un-guided 500lb bomb.,Bomba estandar de 500lb sin guiado.
s_cs_granted,Text in campaign selector,Granted,Asignado
s_cs_budget,Text in campaign selector,Budget,Presupuesto
s_cs_newMission,Text in campaign selector,New Mission:,Nueva Misión:
s_cs_newTraining,Text in campaign selector,New Training:,Nuevo Entrenamiento:
s_cs_newEquip,Text in campaign selector,New Equipment:,Nuevo Equipamiento:
s_cs_incompatibleVersion,Text in campaign selector,Incompatible game version,Version de juego incompatible
campaign_customScenarios,,Custom Scenarios,Escenarios Personalizados
campaign_customScenarios_description,,Play custom scenarios created in the VTEditor.,Juega escenarios personalizados creados en el VTEditor.
campaign_ws,,Steam Workshop Scenarios,Escenarios Steam Workshop
campaign_ws_description,,Play custom scenarios installed through Steam Workshop.,Juega escenarios personalizados instalados desde el Steam Workshop
s_cInfo_completed,'x% [Completed]' text in campaign selector,Completed,Completado
GBU-38 Bomb x4_fullName,Full equip name of: GBU-38 Bomb x4,GBU-38 Bomb x4,Bomba GBU-38 x4
GBU-38 Bomb x4_description,Item description of: GBU-38 Bomb x4,500lb GPS guided direct attack munition. It's a Mk.82 bomb with a guidance package strapped on.,Munición de ataque directo guiado por GPS de 500lb. Es una bomba Mk.82 al que se les ha acomodado un paquete de guiado láser.
tutName_Weapon Basics,Name of a legacy tutorial objective,Weapon Basics,Fundamentos de Armamento
tutDesc_Weapon Basics,Description of a legacy tutorial,Complete the tutorial.,Completa el tutorial
tut:Weapon Basics:Intro10,A tutorial label,Welcome to the basic weapons tutorial.,Bienvenido al entrenamiento básico de armamento.
tut:Weapon Basics:Intro21,A tutorial label,"Today, we will be covering weapon configuration, target acquisition, and firing weapons.","Hoy, vamos a cubir las configuraciones de armamento, adquisición de objetivo y disparar armamento."
tut:Weapon Basics:Intro32,A tutorial label,Let's start by setting the MFDs to the pages we will use.,Empecemos configurando las MFDs en las páginas que vamos a usar.
tut:Weapon Basics:MFD3GoHome3,A tutorial label,Go to HOME page.,Vamos a la página INICIO.
tut:Weapon Basics:Open EQUIP4,A tutorial label,Open EQUIP,Abre EQUIP
tut:Weapon Basics:MFD2GoHome5,A tutorial label,Go to HOME page.,Ve a la página INICIO.
tut:Weapon Basics:Open TGP6,A tutorial label,Open TGP,Abre TGP
tut:Weapon Basics:MFD1GoHome7,A tutorial label,Go to HOME page.,Ve a la página INICIO.
tut:Weapon Basics:Open NAV8,A tutorial label,Open NAV,Abre NAV
tut:Weapon Basics:EQUIP info9,A tutorial label,The EQUIP page shows what you have on each of the vehicle's equipment mounts.,La página EQUIP muestra que tienes equipado en cada punto de anclaje del vehículo.
tut:Weapon Basics:EQUIP info 210,A tutorial label,"It displays information on each item, and allows you to arm/disarm, configure, or mark them for jettison.","Muestra información de cada armamento, y te permite armar/desarmar, configurar o marcarlos para soltar la carga."
tut:Weapon Basics:EQUIP info 311,A tutorial label,We'll go over each feature in more detail later.,Vamos a ir por cada cosilla más adelante.
tut:Weapon Basics:TGP info12,A tutorial label,The TGP is what you will use to acquire ground targets.,El TGP se usa para adquirir objetivos terrestres.
tut:Weapon Basics:TGP info 213,A tutorial label,"To use it, first you must supply power to the sensor mounted under the nose of the vehicle.","Para usarlo, primero debes encender el sensor montado bajo el morro del vehículo."
tut:Weapon Basics:PWR on TGP14,A tutorial label,Enable TGP power.,Enciende el TGP.
tut:Weapon Basics:TGP info 315,A tutorial label,"The TGP will be in FWD mode by default, which just looks straight forward.","El TGP ahora va a estar en el modo ADEL. por defecto, que significa que simplemente esta mirando hacia delante en todo momento."
tut:Weapon Basics:TGP info 416,A tutorial label,"To be able to control it, you must designate the TGP as the sensor of interest (SOI).","Para controlarlo, debes designar el TGP como el sensor de interés (SOI)."
tut:Weapon Basics:Enable TGP SOI17,A tutorial label,Enable SOI,Habilita el SOI
tut:Weapon Basics:Slew TGP info18,A tutorial label,"Now, you can slew the targeting sensor around using the thumb control on your joystick.","Ahora, puedes mover el sensor usando el control del pulgar en tu joystick."
tut:Weapon Basics:TrySlewing19,A tutorial label,Try slewing the TGP around using the joystick thumb control.,Intenta mover el TGP usando el control del pulgar del joystick.
tut:Weapon Basics:Slew TGP info 220,A tutorial label,"When you move the sensor, it will auto switch to TGT mode, which locks its focus point on the ground while you're flying.","Cuando mueves el sensor, se cambiará automáticamente al modo TGT, que se bloqueará en el punto del suelo donde hayas mirado mientras vuelas."
tut:Weapon Basics:Slew TGP info 321,A tutorial label,The yellow arrow on the screen shows the relative bearing to the target point.,La flecha amarilla en la pantalla muestra el rumbo relativo al punto objetivo.
tut:Weapon Basics:TGP info 522,A tutorial label,The target point also shows up on the NAV map as a yellow cross.,El punto objetivo tambien se muestra en el mapa del NAV como una cruz amarilla.
tut:Weapon Basics:Now lets take off23,A tutorial label,Now let's find some targets.  Take off and fly to the objective waypoint.,Ahora busquemos algunos objetivos. Despega y vuela hacia el punto objetivo.
tut:Weapon Basics:Brakes OFF24,A tutorial label,Unlock Brakes,Quita el freno de mano
tut:Weapon Basics:Fly to AO25,A tutorial label,,
tut:Weapon Basics:MasterArmInfo26,A tutorial label,"Now that we are in the AO, you can enable the Master Arm switch.","Ahora que estamos en AO, habilita el switch de armamento maestro."
tut:Weapon Basics:MasterArm ON27,A tutorial label,Enable Master Arm,Habilita el armamento maestro
tut:Weapon Basics:MasterArmInfo228,A tutorial label,"With the weapon system armed, you will see some new icons on the HUD","Con el sistema de armamento armado, verás algunos nuevos iconos en el HUD"
tut:Weapon Basics:ReticleInfo29,A tutorial label,"At the center, you have the weapon targeting reticle or pipper.","En el centro, tienes la retícula del apuntado del arma o pipper."
tut:Weapon Basics:WeaponInfo30,A tutorial label,"Here, you have weapon type, name, and shots remaining.","Aquí, tienes el tipo de arma, nombre y munición restante."
tut:Weapon Basics:WeaponSwitching31,A tutorial label,You can cycle through all ARMED weapons by pressing the button on the joystick.,Puedes ciclar entre todas las armas armadas presionando el botón en el joystick
tut:Weapon Basics:WeaponSwitching32,A tutorial label,Switch to HYDRA70,Cambia a HYDRA70
tut:Weapon Basics:WeaponSwitching33,A tutorial label,Switch to GAU-8,Cambia al GAU-8
tut:Weapon Basics:Firing34,A tutorial label,These unguided weapons can be fired by simply pulling the trigger on the joystick.,Estas armas sin guiado pueden ser disparadas simplemente pulsando el gatillo del joystick.
tut:Weapon Basics:Firing 235,A tutorial label,You have limited stores so save your rounds for the targets.,Tienes munición limitada así que guardalas para los objetivos.
tut:Weapon Basics:GunMission136,A tutorial label,Let's try deploying the GAU-8 on some ground targets.,Vamos a intentar usar la GAU-8 en algunos objetivos terrestres.
tut:Weapon Basics:GunMission237,A tutorial label,"In a moment, you'll receive a mission objective.","En un momento, recibirás la misión objetivo."
tut:Weapon Basics:GunMission338,A tutorial label,You can auto-slew your TGP to the objective waypoint by pressing the WPT button in the TGP screen.,Puedes mover tu TGP al punto objetivo pulsando el botón PUNTO en la pantalla del TGP.
tut:Weapon Basics:GunMission4 Start39,A tutorial label,Go ahead and destroy the tanks.,Ve y destruye los tanques.
tut:Weapon Basics:GunMission40,A tutorial label,,
tut:Weapon Basics:GoodJobGuns41,A tutorial label,Great job!  Now let's work with rockets.,¡Buen trabajo! Ahora usemos los cohetes.
tut:Weapon Basics:SwitchToRockets42,A tutorial label,Switch to HYDRA70,Cambia a los HYDRA70
tut:Weapon Basics:Rocket info43,A tutorial label,"Hydra 70's are small, unguided rockets.",Los Hydra 70 son cohetes pequeños no guiados.
tut:Weapon Basics:Rocket info 244,A tutorial label,"By default, each pull of the trigger will fire one rocket.","Por defecto, cada vez que presionas el gatillo solo disparará un cohete."
tut:Weapon Basics:Rocket info 345,A tutorial label,"However, they can be configured to launch rapidly.  This is called 'ripple' firing.","Sin embargo, pueden ser configurados para disparar rápidamente. Esto se llama disparar en 'ráfaga'."
tut:Weapon Basics:Rocket info 446,A tutorial label,"To access a weapons config menu, set the EQUIP MFD page to CONFIG mode","Para acceder a un menú de configuración de armas, en la página EQUIP MFD del modo CONFIG."
tut:Weapon Basics:Set to config mode47,A tutorial label,Set to CONFIG mode,Ponlo en modo CONFIG
tut:Weapon Basics:Rocket info 548,A tutorial label,"Then, select the weapon you want to configure.","Ahora, selecciona el armamento que quieras configurar."
tut:Weapon Basics:Rocket info 649,A tutorial label,"If you have multiple of the same weapon, the settings will be copied over to all of them.","Si tienes multiples armamentos iguales, la configuración será global para todos."
tut:Weapon Basics:TryRipple50,A tutorial label,Try setting the rockets to different ripple intervals and destroy the next set of targets.,Intenta cambiar los cohetes a diferentes intervalos de ráfaga y destruye el siguiente set de objetivos.
tut:Weapon Basics:RocketMission51,A tutorial label,,
tut:Weapon Basics:Well done52,A tutorial label,Well done! You've destroyed all of the targets.,¡Bien hecho! Has destruido todos los objetivos.
tut:Weapon Basics:Conclusion53,A tutorial label,This concludes the basic weapons tutorial.,Esto concluye el tutorial básico de armamento.
Mk-82 Bomb x2_fullName,Full equip name of: Mk-82 Bomb x2,Mk-82 Bomb x2,Bomba Mk-82 x2
Mk-82 Bomb x2_description,Item description of: Mk-82 Bomb x2,Two standard un-guided 500lb bombs.,Dos bombas estandar de 500lb sin guiado.
AGM-161 Anti Surface Stand-off Missile_fullName,Full equip name of: AGM-161 Anti Surface Stand-off Missile,AGM-161 Anti Surface Stand-off Missile,Misil AGM-161 de ataque a superficie de largo alcance
AGM-161 Anti Surface Stand-off Missile_description,Item description of: AGM-161 Anti Surface Stand-off Missile,A cruise missile designed to deliver a large payload to a ground target over a long distance.  It follows a pre-programmed GPS course with automatic terrain avoidance.,Un misil de cruCero designado para llevar una gran carga a un objetivo terrrestre sobre distancias largas. Sigue un curso GPS pre-programado con prevención de colisión con el terreno.
eqSublabel_GPS-CRUISE,HUD sub-label of an equip,GPS CRUISE,CRUCERO GPS
PAC-3_fullName,Full equip name of: PAC-3,PAC-3,
PAC-3_description,Item description of: PAC-3,Radar-guided surface-to-air defense missile.,Misil de defensa Tierra-Aire guiado por radar
GMA-14 x3_fullName,Full equip name of: GMA-14 x3,GMA-14 x3,
GMA-14 x3_description,Item description of: GMA-14 x3,A rack of 3 laser guided anti-tank missiles.,Un Pilón de 3 misiles anti-tanque guiado por láser
FLKM-100_fullName,Full equip name of: FLKM-100,FLKM-100,
FLKM-100_description,Item description of: FLKM-100,Dual stage long range active radar-guided missile that deploys a field of explosive munitions.,Misil de largo alcance de dos etapas que despliega un campo de municiones explosivas.
MK-82 x32_fullName,Full equip name of: MK-82 x32,MK-82 x32,
MK-82 x32_description,Item description of: MK-82 x32,A rack of 32 MK-82 bombs.,Un pilón de 32 bombas MK-82.
CAGM-6 Cluster Missile_fullName,Full equip name of: CAGM-6 Cluster Missile,CAGM-6 Cluster Missile,Misil de racimo CAGM-6
CAGM-6 Cluster Missile_description,Item description of: CAGM-6 Cluster Missile,"An optically guided ""fire-and-forget"" missile. 
Deploys 6 submunitions that independently seek targets in the field of view.","Un misil con guiado óptico ""tira y olvida"".
Despliega 6 submuniciones que busca objetivos independientes en su rango de visión"
eqSublabel_OPTICAL-FF-CLUSTER,HUD sub-label of an equip,OPTICAL FF CLUSTER,RACIMO FF OPTICO
AGM-126 SideARM II x2_fullName,Full equip name of: AGM-126 SideARM II x2,AGM-126 SideARM II x2,
AGM-126 SideARM II x2_description,Item description of: AGM-126 SideARM II x2,Compact short range anti-radiation missile based on the AIM-9x.,Misil compacto de corto alcance anti-radiación basado en el AIM-9x
AIM-9 Sidewinder x3_fullName,Full equip name of: AIM-9 Sidewinder x3,AIM-9 Sidewinder x3,
AIM-9 Sidewinder x3_description,Item description of: AIM-9 Sidewinder x3,A rack of three standard heat-seeking Sidewinder anti-air missiles.,Un pilón de tres misiles estandar Aire-Aire Sidewinder guiado por calor
F/A-26B_mfd_cam:B3,Label for an MFD button (short!).,PREV,
F/A-26B_mfd_cam:B5,Label for an MFD button (short!).,NEXT,SIG
F/A-26B_mfd_home:B1,Label for an MFD button (short!).,NAV,
F/A-26B_mfd_home:B1_tooltip,Tooltip for an MFD button.,Navigation,Navegación
F/A-26B_mfd_home:B2,Label for an MFD button (short!).,OBJ,
F/A-26B_mfd_home:B2_tooltip,Tooltip for an MFD button.,Objectives,Objetivos
F/A-26B_mfd_home:B3,Label for an MFD button (short!).,CAM,
F/A-26B_mfd_home:B3_tooltip,Tooltip for an MFD button.,External Cameras,Cámaras Externas
F/A-26B_mfd_home:B4,Label for an MFD button (short!).,TGP,
F/A-26B_mfd_home:B4_tooltip,Tooltip for an MFD button.,Targeting,Desg. Obj.
F/A-26B_mfd_home:B5,Label for an MFD button (short!).,GPS,
F/A-26B_mfd_home:B5_tooltip,Tooltip for an MFD button.,GPS Targets,Objetivos GPS
F/A-26B_mfd_home:R2,Label for an MFD button (short!).,S-CAM,E-CAM
F/A-26B_mfd_home:R2_tooltip,Tooltip for an MFD button.,Spectator Camera,Cámara Espectador
F/A-26B_mfd_home:R3,Label for an MFD button (short!).,GAME,JUEGO
F/A-26B_mfd_home:R3_tooltip,Tooltip for an MFD button.,Game Menu,Menú Juego
F/A-26B_mfd_home:R4,Label for an MFD button (short!).,LOG,
F/A-26B_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Log,Log de Vuelo
F/A-26B_mfd_home:L2,Label for an MFD button (short!).,EQUIP,
F/A-26B_mfd_home:L2_tooltip,Tooltip for an MFD button.,Mounted Equipment,Equipamiento Montado
F/A-26B_mfd_home:L3,Label for an MFD button (short!).,OPTION,
F/A-26B_mfd_home:L3_tooltip,Tooltip for an MFD button.,Options,Opciones
F/A-26B_mfd_home:L4,Label for an MFD button (short!).,COMMS,
F/A-26B_mfd_home:L4_tooltip,Tooltip for an MFD button.,Communications,Comunicaciones
F/A-26B_mfd_home:T4,Label for an MFD button (short!).,RADAR,
F/A-26B_mfd_home:T4_tooltip,Tooltip for an MFD button.,Radar,
F/A-26B_mfd_home:T5,Label for an MFD button (short!).,ARAD,
F/A-26B_mfd_home:T5_tooltip,Tooltip for an MFD button.,Anti-Radar Attack Display,Display de ataque anti-radar
F/A-26B_mfd_home:R5,Label for an MFD button (short!).,DATA,DATOS
F/A-26B_mfd_home:R5_tooltip,Tooltip for an MFD button.,Flight Data,Datos de Vuelo
F/A-26B_mfd_home:L5,Label for an MFD button (short!).,CMS,
F/A-26B_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,Sistema de Contramedidas
F/A-26B_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,Scroll Arriba
F/A-26B_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,Scroll Abajo
F/A-26B_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,"Final "
F/A-26B_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,Descargar registro de vuelo.
F/A-26B_mfd_mission:B1,Label for an MFD button (short!).,WPT,PUNTO
F/A-26B_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,Fijar Punto
F/A-26B_mfd_mission:B3,Label for an MFD button (short!).,NEXT,SIG
F/A-26B_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,Siguiente Objetivo
F/A-26B_mfd_mission:B5,Label for an MFD button (short!).,PREV,
F/A-26B_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,Previo Objetivo
F/A-26B_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,
F/A-26B_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,Mapa nav.
F/A-26B_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,PUNTO
F/A-26B_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,Fijar Punto
F/A-26B_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,Previo Grupo
F/A-26B_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,Siguiente Grupo
F/A-26B_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,Crear Grupo
F/A-26B_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,Borrar Grupo
F/A-26B_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,Borrar Objetivo
F/A-26B_mfd_gpsTgts:R3_tooltip,Tooltip for an MFD button.,Next Target,Siguiente Objetivo
F/A-26B_mfd_gpsTgts:R2_tooltip,Tooltip for an MFD button.,Previous Target,Anterior Objetivo
F/A-26B_mfd_gpsTgts:R1_tooltip,Tooltip for an MFD button.,Toggle Path Mode,Alternar Modo Trayectoria
F/A-26B_mfd_gpsTgts:R4_tooltip,Tooltip for an MFD button.,Move Up,Mover Arriba
F/A-26B_mfd_gpsTgts:R5_tooltip,Tooltip for an MFD button.,MoveDown,Mover Abajo
F/A-26B_mfd_gpsTgts:B5,Label for an MFD button (short!).,SEND,ENV
F/A-26B_mfd_gpsTgts:B5_tooltip,Tooltip for an MFD button.,Send Data,Enviar datos
F/A-26B_mfd_flyCam:B2,Label for an MFD button (short!).,START,ENCENDER
F/A-26B_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,Encender Cámara
F/A-26B_mfd_flyCam:B3,Label for an MFD button (short!).,END,APAGAR
F/A-26B_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,Apgar Cámara
F/A-26B_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,VISTA
F/A-26B_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,Alternar Vista
F/A-26B_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,
F/A-26B_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,Alternar Aleatorio
F/A-26B_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,
F/A-26B_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,Alternar FOV
F/A-26B_mfd_flyCam:L4,Label for an MFD button (short!).," ",
F/A-26B_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,Alternar AutoFOV
F/A-26B_mfd_flyCam:L5,Label for an MFD button (short!).," ",
F/A-26B_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio,Alternar Audio
F/A-26B_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,MODO
F/A-26B_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,Alternar Modo Cámara
F/A-26B_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,MIRAR
F/A-26B_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,Alterar modo Observación
